Name,Spectral Type,Stellar Effective Temperature [K],Stellar Radius [Solar Radius],Stellar Mass [Solar mass],Stellar Luminosity [log(Solar)],Stellar Surface Gravity [log10(cm/s**2)],Stellar Age [Gyr]
K2-184,,5245.00,0.75,0.84,-0.399,4.62,
K2-186,,5784.00,0.98,1.02,0.050,4.45,
K2-191,,5176.00,0.84,0.90,-0.345,4.57,
K2-192,,5222.00,0.81,0.90,-0.360,4.57,
K2-193,,5817.00,0.98,1.01,-0.076,4.46,
K2-194,,5979.00,1.28,1.11,0.363,4.21,
K2-196,,6045.00,1.54,1.16,0.644,4.08,
K2-197,,5667.00,0.93,1.00,-0.114,4.50,
K2-200,,5233.00,0.79,0.86,-0.429,4.71,
K2-202,,5491.00,0.91,0.97,-0.335,4.55,
K2-203,,5000.00,0.76,0.79,-0.485,4.43,
K2-204,,5755.00,1.18,1.01,0.253,4.23,
K2-205,,5890.00,1.08,0.95,0.194,4.25,
K2-206,,5043.00,0.76,0.79,-0.435,4.46,
K2-207,,5522.00,0.93,0.94,-0.173,4.41,
K2-208,,5582.00,0.86,0.93,-0.214,4.62,
K2-209,,4720.00,0.71,0.74,-0.588,4.46,
K2-210,,5500.00,0.89,0.91,-0.249,4.60,
K2-211,,5360.00,0.79,0.88,-0.386,4.70,
K2-212,,4349.00,0.68,0.62,-0.910,4.72,
K2-213,,5794.00,1.20,1.07,0.247,4.25,
K2-214,,5854.00,1.27,1.05,0.196,4.25,
K2-215,,5704.00,0.97,1.00,-0.026,4.41,
K2-216,K5 V,4503.00,0.72,0.70,-0.721,4.57,
K2-217,,5967.00,1.33,1.10,0.232,4.17,
K2-218,,5757.00,1.01,1.05,-0.003,4.45,
K2-22,M0 V,3879.00,0.58,0.60,-1.074,4.70,
K2-220,,5660.00,1.02,0.96,-0.061,4.40,
K2-221,,5716.00,0.95,1.01,-0.064,4.57,
K2-222,,6058.00,1.09,1.00,0.139,4.37,
K2-225,,5742.00,1.70,1.27,0.395,4.08,
K2-226,,5424.00,0.91,0.88,-0.276,4.47,
K2-227,,5673.00,0.89,0.95,-0.167,4.58,
K2-228,,4715.00,0.65,0.71,-0.849,4.66,
K2-230,,5945.00,1.39,1.11,0.317,4.20,
K2-231,,5695.00,0.95,1.01,-0.112,4.48,3.000
K2-232,,6154.00,1.16,1.19,0.238,4.38,1.430
K2-237,F9 V,6360.00,1.26,1.26,0.371,4.34,1.020
K2-238,G2 V,5630.00,1.59,1.19,0.360,4.11,5.630
K2-241,,5262.00,0.75,0.71,-0.446,4.54,
K2-242,,3459.00,0.37,0.38,-1.808,4.89,
K2-244,,5677.00,0.92,0.86,-0.118,4.44,
K2-245,,5793.00,1.25,0.83,0.172,4.16,
K2-246,,5610.00,0.94,0.87,-0.151,4.43,
K2-248,,5528.00,0.92,0.88,-0.189,4.45,
K2-249,,6504.00,1.57,1.32,0.336,4.16,
K2-25,M4.5 V,3207.00,0.29,0.26,-2.088,4.94,0.730
K2-250,,5172.00,0.81,0.80,-0.426,4.53,
K2-251,,3717.00,0.49,0.52,-1.342,4.76,
K2-252,,5152.00,0.82,0.79,-0.408,4.50,
K2-253,,6027.00,1.10,1.08,-0.077,4.39,
K2-255,,4676.00,0.69,0.71,-0.790,4.62,
K2-256,,5219.00,0.78,0.84,-0.469,4.58,
K2-257,,3725.00,0.50,0.52,-1.381,4.76,
K2-258,,6351.00,1.31,1.21,0.272,4.29,
K2-259,,6059.00,1.13,1.14,0.167,4.39,
K2-26,M1.0 V,3785.00,0.52,0.56,-1.310,4.72,1.000
K2-260,F6 V,6367.00,1.69,1.39,0.543,4.15,1.900
K2-261,G7 IV/V,5445.00,1.64,1.09,0.328,4.04,9.300
K2-263,G9 V,5368.00,0.85,0.88,-0.260,4.51,7.000
K2-265,G8 V,5477.00,0.98,0.92,-0.180,4.42,9.700
K2-269,,6209.00,1.45,1.16,0.468,4.18,
K2-27,,5248.00,0.89,0.87,-0.270,4.48,10.300
K2-271,,5644.00,0.99,0.83,-0.050,4.37,
K2-272,,5397.00,0.83,0.86,-0.302,4.53,
K2-273,,5161.00,0.85,0.89,-0.353,4.53,
K2-274,,5044.00,0.70,0.79,-0.509,4.64,
K2-276,,5139.00,0.85,0.82,-0.405,4.49,
K2-277,,5741.00,0.97,1.02,-0.052,4.48,
K2-278,,6747.00,1.61,1.40,0.399,4.17,
K2-279,,5558.00,0.86,0.79,-0.205,4.46,
K2-28,M4,3214.00,0.29,0.26,-1.940,4.93,
K2-280,,5500.00,1.28,1.03,0.140,4.21,8.960
K2-281,,4812.00,0.76,0.82,-0.647,4.59,
K2-283,,5060.00,0.82,0.89,-0.524,4.56,
K2-284,,4140.00,0.61,0.63,-1.013,4.67,0.120
K2-286,M0 V,3926.00,0.62,0.64,-1.046,4.70,
K2-287,,5695.00,1.07,1.06,-0.108,4.40,4.500
K2-288 B,M3 V,3341.00,0.32,0.33,-1.930,4.96,1.000
K2-289,,5529.00,1.02,0.95,-0.505,4.39,
K2-29,G7 V,5358.00,0.86,0.94,-0.295,4.54,2.600
K2-291,,5520.00,0.90,0.93,-0.166,4.50,3.720
K2-292,G3 V,5725.00,1.09,1.00,0.093,4.33,6.800
K2-293,,5532.00,0.95,0.96,-0.180,4.52,
K2-294,,5612.00,1.20,0.99,0.088,4.20,
K2-295,K5 V,4444.00,0.70,0.74,-0.716,4.63,
K2-30,G6 V,5425.00,0.84,0.90,-0.256,4.54,3.900
K2-308,,6100.00,1.24,1.09,0.283,3.94,
K2-31,G7 V,5280.00,0.78,0.91,-0.110,4.60,
K2-315,M(3.5+/-0.5) V,3300.00,0.20,0.17,-2.387,5.09,1.000
K2-317,,3387.00,0.38,0.40,-1.871,4.89,
K2-318,,3851.00,0.55,0.56,-1.277,4.70,
K2-319,,5440.00,0.90,0.95,-0.237,4.51,
K2-320,,3157.00,0.30,0.12,-2.125,4.55,
K2-321,,3855.00,0.58,0.60,-1.254,4.68,
K2-322,,4141.00,0.60,0.63,-1.039,4.68,
K2-323,,3710.00,0.55,0.48,-1.339,4.63,
K2-324,,3752.00,0.51,0.52,-1.333,4.74,
K2-325,,3287.00,0.30,0.27,-2.048,4.84,
K2-326,,3924.00,0.69,0.51,-0.978,4.46,
K2-329,,5282.00,0.82,0.90,-0.325,4.57,1.800
K2-33,M3.3,3540.00,1.05,0.56,-0.824,4.06,0.009
K2-330,,6232.00,1.50,1.23,0.477,4.18,
K2-332,,3315.00,0.28,0.27,-2.065,4.97,
K2-333,,5880.00,1.22,1.06,0.165,4.29,
K2-334,,6502.00,1.49,1.36,0.514,4.22,
K2-335,,6222.00,1.33,1.23,0.395,4.28,
K2-336,,5424.00,0.80,0.86,-0.345,4.56,
K2-337,,5869.00,1.32,0.94,0.250,4.17,
K2-338,,4558.00,0.63,0.66,-0.836,4.65,
K2-339,,4857.00,0.72,0.74,-0.652,4.59,
K2-34,F,6168.00,1.42,1.16,0.400,4.20,2.880
K2-340,,5532.00,1.13,0.93,-0.002,4.30,
K2-341,,5817.00,1.16,0.98,0.126,4.30,
K2-342,,5920.00,1.09,1.01,0.093,4.36,
K2-344,,4374.00,0.49,0.51,-1.225,4.76,
K2-345,,3779.00,0.52,0.56,-1.320,4.74,
K2-346,,4801.00,0.70,0.71,-0.663,4.60,
K2-347,,4599.00,0.63,0.66,-0.894,4.65,
K2-349,,4385.00,0.49,0.54,-0.366,4.78,
K2-351,,5769.00,1.05,1.02,0.024,4.40,
K2-353,,5698.00,0.99,0.87,-0.076,4.38,
K2-354,,3669.00,0.41,0.43,-1.614,4.86,
K2-355,,5790.00,0.92,0.96,-0.115,4.49,
K2-356,,5568.00,0.86,0.90,-0.244,4.52,
K2-357,,5794.00,1.00,0.98,-0.066,4.43,
K2-358,,5650.00,0.91,0.93,-0.161,4.49,
K2-365,,5561.00,1.05,0.82,-0.014,4.31,
K2-366,,5601.00,0.94,0.83,-0.109,4.41,
K2-367,,4348.00,0.62,0.76,-0.854,4.73,
K2-369,,5682.00,0.88,0.73,-0.121,4.42,
K2-370,G8,5377.00,0.97,0.98,-0.127,4.45,
K2-371,,4925.00,0.74,0.96,-0.517,4.68,
K2-372,,5479.00,0.92,0.85,-0.122,4.44,
K2-373,,6138.00,1.49,1.16,0.432,4.16,
K2-375,,5822.00,1.54,1.12,0.396,4.11,
K2-376,G1,5937.00,1.15,0.91,0.189,4.28,
K2-377,,4200.00,0.69,0.82,-0.818,4.67,
K2-378,,4823.00,0.73,0.92,-0.567,4.67,
K2-379,,4603.00,0.75,0.86,-0.633,4.62,
K2-380,,5911.00,1.32,0.99,0.202,4.19,
K2-382,,5452.00,0.81,0.92,-0.280,4.58,
K2-383,,5129.00,0.80,1.06,-0.397,4.66,
K2-385,,4844.00,0.76,0.93,-0.519,4.64,
K2-386,,5749.00,0.97,0.91,-0.019,4.42,
K2-387,,3572.00,0.59,0.57,-1.239,4.66,
K2-388,G8,5367.00,0.90,0.84,-0.212,4.46,
K2-39,,4881.00,2.97,0.66,0.674,3.44,3.090
K2-390,G4,5558.00,0.97,0.79,-0.099,4.37,
K2-391,G7,5543.00,0.57,0.76,0.391,4.97,
K2-392,G3,5726.00,1.06,0.84,0.048,4.31,
K2-393,,5678.00,1.07,0.88,0.043,4.32,
K2-394,,4938.00,0.63,0.48,-0.858,4.52,
K2-397,G7,5387.00,0.97,0.94,-0.145,4.44,
K2-399,F9,5690.00,1.54,0.78,0.415,3.96,
K2-4,,4014.73,0.57,0.64,-0.915,4.85,
K2-400,M3,3578.00,0.38,0.37,-1.748,4.85,
K2-401,K7,4213.00,0.68,0.87,-0.835,4.72,
K2-402,G2,5716.00,1.28,0.94,0.209,4.20,
K2-403,G4,5511.00,0.89,0.78,-0.171,4.44,
K2-404,M1,3748.00,0.55,0.55,-1.239,4.70,
K2-405,K0,4927.00,0.77,1.03,-0.488,4.69,
K2-406,G4,5784.00,0.96,0.80,-0.060,4.37,
K2-408,G7,5335.00,0.78,0.81,-0.330,4.56,
K2-409,G4,5742.00,1.23,0.89,0.172,4.20,
K2-42,,4613.00,0.64,0.70,-0.703,4.66,
K2-44,,5912.00,1.58,1.15,0.430,4.10,
K2-45,,4103.00,0.45,0.50,-0.740,4.82,
K2-46,,6256.00,1.29,0.96,0.413,4.20,
K2-47,,5054.00,0.76,0.75,-0.482,4.54,
K2-48,,4899.00,0.73,0.77,-0.657,4.60,
K2-49,,4175.00,0.45,0.51,-0.774,4.81,
K2-52,,7147.00,2.19,1.69,0.027,3.98,
K2-53,,5263.00,0.81,0.85,-0.579,4.55,
K2-54,,3798.00,0.38,0.42,-1.011,4.89,
K2-55,,4456.00,0.63,0.70,-0.784,4.67,
K2-57,,4434.00,0.62,0.68,-0.830,4.68,
K2-6,,5850.00,0.96,0.97,-0.120,4.40,
K2-60,G4 V,5500.00,1.12,0.97,0.282,4.07,10.000
K2-61,,6293.00,1.36,1.21,-0.015,4.25,
K2-64,,5312.00,0.73,0.74,-0.234,4.58,
K2-65,,5213.00,0.84,0.87,-0.328,4.53,
K2-66,,5887.00,1.67,1.11,0.506,4.03,
K2-68,,4746.00,0.68,0.73,-0.673,4.63,
K2-69,,4127.00,0.49,0.55,-1.356,4.79,
K2-7,,5772.00,0.96,0.97,0.405,3.82,
K2-70,,5622.00,0.93,0.94,-0.429,4.48,
K2-71,,4006.00,0.43,0.48,-1.519,4.85,
K2-73,,5922.00,1.06,1.05,0.076,4.41,
K2-74,,6060.00,0.98,0.96,0.060,4.44,
K2-77,,4970.00,0.76,0.80,-0.500,4.47,0.850
K2-79,,5926.00,1.25,1.06,0.018,4.25,
K2-81,,4674.13,0.63,0.75,-0.569,4.67,
K2-85,,4427.00,0.68,0.68,-0.812,4.30,
K2-86,,5482.00,0.76,0.79,-0.386,4.58,
K2-87,,5747.00,1.40,1.16,-0.098,4.21,
K2-88,,3537.00,0.26,0.26,-1.545,5.02,
K2-89,,3691.00,0.32,0.35,-1.327,4.96,
K2-9,M2.5 V,3390.00,0.31,0.30,-1.921,4.82,1.000
K2-91,,3622.00,0.28,0.29,-1.841,5.00,
K2-95,M3.0,3566.00,0.40,0.41,-1.635,4.85,0.790
K2-97,,4717.00,4.47,1.20,0.919,3.22,7.800
K2-98,F8 V,6172.00,1.57,1.20,0.504,4.13,5.200
K2-99,G0 IV,6217.00,2.63,1.63,0.961,3.81,2.400
KELT-1,,6518.00,1.46,1.32,0.542,4.25,
KELT-10,G0 V,5948.00,1.21,1.11,0.217,4.32,4.500
KELT-11,G8/K0 IV,5375.00,2.69,1.44,0.744,3.70,
KELT-12,,6279.00,2.37,1.59,0.892,3.89,2.200
KELT-14,G4,5720.00,1.52,1.24,0.279,4.17,5.110
KELT-15,,6003.00,1.78,2.06,0.412,4.17,
KELT-16,F7 V,6236.00,1.36,1.21,0.401,4.25,3.100
KELT-17,A,7454.00,1.65,1.64,0.876,4.22,0.650
KELT-18,F4 V,6670.00,1.91,1.52,0.813,4.06,1.900
KELT-19 A,A8 V,7500.00,1.83,1.62,0.978,4.13,
KELT-2 A,F8,6327.00,1.93,1.54,0.689,4.50,3.970
KELT-20,A2 V,8720.00,1.57,1.76,1.104,4.29,0.600
KELT-21,A8 V,7598.00,1.64,1.46,0.905,4.17,1.600
KELT-23 A,G2 V,5899.00,1.00,0.94,0.034,4.42,6.400
KELT-24,F7,6509.00,1.51,1.46,0.565,4.25,0.780
KELT-3,,6304.00,1.70,1.96,0.625,4.20,3.000
KELT-4 A,F,6206.00,1.60,1.20,0.535,4.11,4.440
KELT-7,F,6768.00,1.81,1.76,0.758,4.50,1.300
KELT-8,G2 V,5754.00,1.46,0.81,0.265,4.08,5.400
KELT-9,B9.5-A0,10170.00,2.36,2.52,1.724,4.09,0.300
KIC 10068024,,6118.40,1.57,1.22,0.496,4.09,0.560
KIC 10525077,,6091.00,1.01,1.01,0.129,4.42,
KIC 3526061,,4829.00,5.86,1.42,1.215,3.09,
KIC 3558849,,6175.00,1.01,0.98,0.405,4.44,
KIC 5095269,F7 V,6305.24,1.17,1.21,0.668,4.32,
KIC 5479689,,5459.10,0.89,0.97,-0.201,4.52,
KIC 5951458,,6258.00,1.52,0.98,0.556,4.08,
KIC 7917485,A,7067.00,2.01,1.63,0.996,4.00,
KIC 8121913,,5975.30,2.23,1.46,0.740,3.90,
KMT-2016-BLG-0212L,,,,0.48,,,
KMT-2016-BLG-1107L,,,,0.09,,,
KMT-2016-BLG-1397L,,,,0.45,,,
KMT-2016-BLG-1820L,,,,0.04,,,
KMT-2016-BLG-1836L,,,,0.49,,,
KMT-2016-BLG-2142L,,,,0.07,,,
KMT-2016-BLG-2364L,,,,0.50,,,
KMT-2016-BLG-2397L,,,,0.64,,,
KMT-2016-BLG-2605L,,,,0.06,,,
KMT-2017-BLG-0165L,,,,0.76,,,
KMT-2017-BLG-1038L,,,,0.37,,,
KMT-2017-BLG-1146L,,,,0.33,,,
KMT-2017-BLG-2509L,,,,0.46,,,
KMT-2018-BLG-0029L,,,,1.14,,,
KMT-2018-BLG-0748L,,,,0.09,,,
KMT-2018-BLG-1025L,,,,0.22,,,
KMT-2018-BLG-1292L,,,,1.09,,,
KMT-2018-BLG-1743L,,,,0.19,,,
KMT-2018-BLG-1976L,,,,0.65,,,
KMT-2018-BLG-1988L,,,,0.47,,,
KMT-2018-BLG-1990L,M,,,0.09,,,
KMT-2018-BLG-1996L,,,,0.69,,,
KMT-2019-BLG-0371L,,,,0.09,,,
KMT-2019-BLG-0842L,,,,0.76,,,
KMT-2019-BLG-1339L,,,,0.48,,,
KMT-2019-BLG-1715L,,,,0.61,,,
KMT-2019-BLG-1953L,,,,0.31,,,
KMT-2021-BLG-0171L,,5200.00,,0.78,,,
KMT-2021-BLG-0322L,,,,0.62,,,
KMT-2021-BLG-0912L,K,,,0.80,,,
KMT-2021-BLG-1689L,,4570.00,,0.58,,,
KOI-1257,G5 V,5520.00,1.13,0.99,0.029,4.32,9.300
KOI-13,,7650.00,1.74,1.72,0.971,4.20,1.120
KOI-217,,5545.00,0.86,0.95,-0.169,4.53,1.700
KOI-3680,,5830.00,0.96,1.01,0.068,4.47,3.200
KOI-4777,,3515.00,0.40,0.41,-1.640,4.77,4.000
KOI-7368,,5241.00,0.87,0.88,-0.316,4.50,0.036
KOI-7913 A,K6 V,4324.00,0.79,0.76,-0.768,4.52,0.036
KPS-1,K1 V,5165.00,0.91,0.89,-0.353,4.47,
Kapteyn,M2.0V,3550.00,0.29,0.28,-1.793,4.92,
Kepler-1000,,6453.00,1.51,1.40,0.715,4.23,1.260
Kepler-1002,,6144.00,1.57,1.22,0.501,4.13,4.070
Kepler-1003,,6109.00,1.17,1.11,0.282,4.35,3.160
Kepler-1004,,4972.00,3.39,1.11,0.713,3.43,7.760
Kepler-1005,,5782.00,1.06,1.00,0.136,4.38,6.170
Kepler-1006,,5328.00,0.74,0.78,-0.400,4.59,4.270
Kepler-1007,,4587.00,0.70,0.73,-0.568,4.62,4.170
Kepler-1008,,5066.00,0.78,0.81,-0.507,4.56,6.760
Kepler-1009,,4027.00,0.57,0.59,-0.987,4.70,3.160
Kepler-1010,,5253.00,0.82,0.86,-0.412,4.55,4.790
Kepler-1011,,5416.00,0.88,0.91,-0.376,4.52,4.470
Kepler-1012,,5556.00,0.91,0.95,-0.194,4.50,3.720
Kepler-1013,,4954.00,0.76,0.81,-0.531,4.59,4.270
Kepler-1014,,5388.00,0.84,0.88,-0.337,4.54,4.790
Kepler-1015,,6769.00,1.81,1.49,0.559,4.09,1.580
Kepler-1017,,5473.00,0.87,0.93,-0.161,4.53,2.950
Kepler-1018,,5518.00,0.88,0.91,-0.082,4.52,4.470
Kepler-1019,,4433.00,0.67,0.70,-0.806,4.64,3.550
Kepler-1020,,5227.00,0.80,0.87,-0.436,4.57,3.630
Kepler-1021,,5431.00,0.86,0.89,-0.288,4.53,4.680
Kepler-1022,,4445.00,0.68,0.71,-0.858,4.64,3.630
Kepler-1023,,5494.00,0.89,0.93,-0.193,4.51,4.470
Kepler-1024,,5143.00,0.78,0.81,-0.350,4.57,5.250
Kepler-1025,,6089.00,1.13,1.09,0.287,4.37,3.310
Kepler-1026,,4948.00,0.75,0.79,-0.617,4.59,4.570
Kepler-1027,,5436.00,0.82,0.91,0.011,4.57,1.410
Kepler-1028,,5522.00,0.87,0.90,-0.245,4.52,4.680
Kepler-1029,,5030.00,0.77,0.82,-0.620,4.58,4.070
Kepler-1030,,4983.00,0.76,0.80,-0.553,4.59,4.370
Kepler-1031,,6011.00,1.12,1.09,0.170,4.38,3.390
Kepler-1032,,4647.00,0.71,0.77,-0.655,4.62,1.860
Kepler-1033,,5547.00,0.92,0.94,-0.126,4.49,5.010
Kepler-1034,,5198.00,0.80,0.83,-0.439,4.57,4.790
Kepler-1035,,5763.00,0.97,0.98,0.209,4.45,4.470
Kepler-1036,,5533.00,0.89,0.95,-0.202,4.52,3.240
Kepler-1037,,5105.00,0.78,0.82,-0.448,4.57,5.130
Kepler-1039,,4870.00,0.74,0.79,-0.649,4.60,4.370
Kepler-1040,,5694.00,0.96,0.98,-0.044,4.47,4.170
Kepler-1041,,5957.00,1.08,1.06,0.489,4.40,3.550
Kepler-1042,,4815.00,0.72,0.75,-0.600,4.61,4.790
Kepler-1043,,5629.00,0.90,0.92,-0.073,4.50,4.470
Kepler-1044,,5985.00,1.11,1.08,0.031,4.38,3.550
Kepler-1045,,5301.00,0.82,0.86,-0.334,4.55,4.470
Kepler-1046,,5913.00,1.04,1.04,0.064,4.42,3.630
Kepler-1048,,4651.00,0.70,0.75,-0.409,4.62,3.980
Kepler-1049,,3864.00,0.49,0.51,-1.140,4.77,3.800
Kepler-1051,,6675.00,1.73,1.43,0.524,4.12,1.740
Kepler-1052,,5888.00,1.03,1.03,-0.047,4.42,3.550
Kepler-1053,,4529.00,0.69,0.74,-0.895,4.63,3.090
Kepler-1054,,6209.00,1.34,1.22,0.369,4.26,2.820
Kepler-1055,,5723.00,0.94,0.98,-0.148,4.49,3.090
Kepler-1056,,6127.00,1.20,1.12,0.227,4.33,2.950
Kepler-1057,,5987.00,1.10,1.07,-0.006,4.38,3.090
Kepler-1058,,4644.00,0.69,0.73,-0.316,4.63,3.390
Kepler-1059,,4906.00,0.72,0.75,-0.520,4.61,5.370
Kepler-1060,,5797.00,0.99,0.99,0.072,4.44,4.270
Kepler-1061,,6067.00,1.07,1.09,0.088,4.42,2.140
Kepler-1062,,4597.00,0.70,0.75,-0.682,4.62,2.450
Kepler-1063,,5945.00,1.14,1.09,0.166,4.37,3.390
Kepler-1064,,5153.00,0.79,0.85,-0.401,4.57,3.890
Kepler-1066,,5762.00,0.98,0.98,-0.190,4.45,3.800
Kepler-1068,,5806.00,1.01,1.01,-0.025,4.43,4.170
Kepler-1069,,5722.00,0.98,0.99,0.372,4.46,4.370
Kepler-1070,,6261.00,1.32,1.21,0.285,4.27,2.750
Kepler-1071,,5215.00,0.81,0.86,-0.313,4.56,4.270
Kepler-1072,,6199.00,1.32,1.20,0.365,4.27,2.880
Kepler-1074,,4002.00,0.57,0.60,-1.121,4.70,3.550
Kepler-1075,,3959.00,0.54,0.56,-1.113,4.72,2.950
Kepler-1076,,4868.00,0.74,0.79,-0.557,4.60,3.720
Kepler-1077,,5816.00,1.02,1.02,0.006,4.43,4.170
Kepler-1078,,5612.00,0.92,0.94,0.500,4.49,4.370
Kepler-1079,,5758.00,1.36,1.08,0.263,4.21,6.610
Kepler-1080,,5956.00,1.16,1.10,0.861,4.35,3.890
Kepler-1081,,5345.00,0.84,0.88,-0.306,4.54,4.680
Kepler-1082,,5923.00,1.14,1.03,0.314,4.33,5.750
Kepler-1083,,5049.00,0.77,0.81,-0.473,4.58,4.680
Kepler-1084,,6113.00,1.28,1.12,0.253,4.27,4.070
Kepler-1087,,5589.00,0.94,0.96,-0.097,4.48,3.550
Kepler-1088,,5975.00,1.08,1.08,0.090,4.40,3.020
Kepler-1089,,3753.00,0.49,0.52,-1.297,4.76,3.720
Kepler-1091,,5851.00,1.03,1.01,0.080,4.42,3.470
Kepler-1092,,5862.00,1.00,0.99,0.096,4.44,3.800
Kepler-1094,,6112.00,1.21,1.14,0.178,4.33,3.090
Kepler-1095,,5658.00,0.92,0.94,-0.093,4.48,4.470
Kepler-1096,,4306.00,0.63,0.66,-0.840,4.66,3.800
Kepler-1097,,5211.00,0.79,0.82,-0.404,4.57,4.900
Kepler-1098,,5794.00,0.99,0.99,0.157,4.45,3.980
Kepler-1099,,5837.00,1.00,1.01,-0.119,4.45,3.630
Kepler-1100,,6247.00,1.34,1.21,0.088,4.26,2.690
Kepler-1101,,5614.00,0.91,0.94,-0.351,4.50,4.270
Kepler-1102,,5724.00,0.94,0.96,0.139,4.48,4.370
Kepler-1103,,6092.00,1.15,1.11,0.522,4.36,3.310
Kepler-1104,,6417.00,1.41,1.30,0.514,4.25,2.040
Kepler-1105,,4299.00,0.68,0.71,-0.945,4.62,8.710
Kepler-1106,,6104.00,1.17,1.11,0.159,4.35,3.090
Kepler-1107,,5268.00,0.82,0.86,-0.417,4.55,4.470
Kepler-1108,,5406.00,0.84,0.88,-0.258,4.54,4.170
Kepler-1109,,5893.00,1.06,1.05,-0.076,4.41,3.800
Kepler-1110,,4781.00,0.70,0.73,-0.637,4.62,4.790
Kepler-1111,,6077.00,1.15,1.10,-0.090,4.36,3.160
Kepler-1112,,6496.00,1.54,1.34,0.542,4.19,2.090
Kepler-1113,,5931.00,1.17,1.12,0.080,4.35,3.550
Kepler-1114,,5374.00,0.83,0.87,-0.293,4.55,4.270
Kepler-1115,,8480.00,1.73,1.60,1.254,4.17,1.120
Kepler-1116,,5641.00,0.93,0.95,-0.147,4.48,4.900
Kepler-1117,,5612.00,0.93,0.95,-0.224,4.49,4.270
Kepler-1118,,5688.00,0.97,0.96,-0.060,4.46,4.070
Kepler-1119,,6083.00,1.17,1.11,0.486,4.35,3.090
Kepler-1120,,4904.00,0.74,0.78,-0.588,4.60,4.680
Kepler-1121,,6231.00,1.59,1.29,0.475,4.14,3.020
Kepler-1122,,5544.00,0.89,0.92,0.059,4.51,4.680
Kepler-1123,,5500.00,0.90,0.93,-0.295,4.50,5.130
Kepler-1124,,3658.00,0.34,0.35,-1.323,4.93,3.390
Kepler-1125,,5683.00,0.94,0.95,0.647,4.47,4.170
Kepler-1126,,5798.00,0.93,0.92,-0.099,4.46,5.500
Kepler-1127,,5664.00,0.95,0.97,-0.259,4.47,4.370
Kepler-1128,,5543.00,0.91,0.94,-0.196,4.50,4.570
Kepler-1131,,5851.00,1.04,1.03,-0.028,4.42,4.170
Kepler-1132,,5298.00,0.83,0.87,-0.378,4.55,4.570
Kepler-1133,,5569.00,0.90,0.93,-0.210,4.50,4.070
Kepler-1134,,5281.00,0.81,0.84,-0.397,4.56,4.900
Kepler-1135,,5656.00,0.94,0.96,0.437,4.47,4.470
Kepler-1136,,4512.00,0.68,0.72,-0.853,4.63,3.240
Kepler-1137,,6807.00,1.84,1.50,0.754,4.08,1.580
Kepler-1138,,5582.00,0.92,0.95,-0.333,4.49,4.370
Kepler-1139,,5550.00,0.91,0.94,-0.304,4.50,4.470
Kepler-1140,,4850.00,0.73,0.76,-0.566,4.61,5.010
Kepler-1141,,5791.00,1.07,1.01,0.155,4.38,6.170
Kepler-1142,,5685.00,0.96,0.97,0.437,4.46,5.370
Kepler-1144,,5753.00,0.96,0.98,0.056,4.47,3.980
Kepler-1145,,5064.00,0.75,0.79,-0.498,4.59,4.790
Kepler-1146,,4692.00,0.70,0.74,-0.642,4.62,4.900
Kepler-1147,,5941.00,1.14,1.09,0.235,4.36,3.800
Kepler-1148,,5054.00,0.77,0.81,-0.531,4.58,4.570
Kepler-1149,,5833.00,1.01,1.02,0.165,4.43,3.980
Kepler-1150,,4754.00,0.72,0.76,-0.666,4.61,4.680
Kepler-1151,,5470.00,0.85,0.88,-0.342,4.53,4.370
Kepler-1152,,3964.00,0.53,0.55,-1.097,4.73,3.470
Kepler-1153,,5470.00,0.88,0.91,-0.284,4.52,4.570
Kepler-1155,,5842.00,1.03,1.03,0.047,4.43,3.720
Kepler-1156,,5778.00,1.00,1.00,-0.068,4.44,4.470
Kepler-1157,,4679.00,0.71,0.76,-0.675,4.62,3.390
Kepler-1158,,6203.00,1.95,1.41,0.840,4.01,2.880
Kepler-1159,,6217.00,1.28,1.19,0.298,4.30,2.750
Kepler-1160,,5519.00,0.89,0.92,-0.343,4.51,4.570
Kepler-1161,,4253.00,0.57,0.59,-0.653,4.70,3.390
Kepler-1162,,5390.00,0.84,0.89,-0.322,4.54,4.370
Kepler-1163,,6302.00,1.35,1.22,0.396,4.26,2.880
Kepler-1164,,5183.00,0.79,0.85,-0.399,4.57,3.630
Kepler-1166,,5446.00,0.86,0.90,-0.256,4.53,4.900
Kepler-1167,,4971.00,0.75,0.79,-0.536,4.60,4.270
Kepler-1168,,5157.00,0.82,0.87,-0.530,4.56,4.270
Kepler-1169,,6191.00,1.23,1.24,0.262,4.35,1.380
Kepler-1170,,5069.00,0.76,0.80,-0.338,4.58,4.900
Kepler-1171,,7044.00,1.95,1.58,0.869,4.05,1.350
Kepler-1172,,5558.00,0.89,0.92,-0.161,4.51,4.370
Kepler-1173,,5252.00,0.82,0.86,-0.435,4.55,4.790
Kepler-1174,,5936.00,1.04,1.04,0.555,4.42,3.550
Kepler-1175,,5453.00,0.86,0.90,-0.340,4.53,4.170
Kepler-1176,,5844.00,1.02,1.01,-0.117,4.42,3.800
Kepler-1177,,5712.00,0.97,0.98,0.342,4.46,4.470
Kepler-1178,,4990.00,0.75,0.80,-0.277,4.59,4.680
Kepler-1179,,5212.00,0.81,0.84,-0.444,4.56,4.900
Kepler-1180,,6077.00,1.14,1.09,0.417,4.36,3.090
